IdVenta,codigo
283848,"[689966, 151289]"
283849,"[672908, 669717]"
283850,[702683]
283851,[715581]
283852,"[702056, 847863, 722195]"
283853,"[656706, 663312]"
283854,"[714014, 714014]"
283855,[658247]
283856,[916767]
283857,[661534]
283858,"[653307, 673014, 692309, 697784, 702057]"
283859,"[697794, 172307, 947663]"
283860,"[866152, 847863, 487165, 651460]"
283861,"[730253, 672817, 797894, 672817, 797894, 730253]"
283862,[75242]
283863,"[659115, 799668, 722304, 659591, 661408, 661856]"
283864,"[723798, 791327]"
283865,"[169824, 169815]"
283866,"[323288, 158694]"
283867,[205549]
283868,"[664465, 722195, 654832, 678340, 700698, 727372, 659590]"
283869,[700624]
283870,[653445]
283871,"[659504, 714014]"
283872,[885186]
283873,"[689957, 650905, 660477]"
283874,"[915132, 691268, 835454, 651444, 654831, 659590, 701860, 669677, 672353, 659698, 659590, 688661, 469452, 696527]"
283875,"[664013, 708850]"
283876,[726064]
283877,[726064]
283878,"[672312, 945733]"
283879,"[989137, 664013, 702116]"
283880,[658395]
283881,"[653275, 692309]"
283882,[654724]
283883,[151704]
283884,"[680448, 697090]"
283885,[664012]
283886,"[663294, 984088]"
283887,[654179]
283888,"[661531, 702056, 673156, 685799]"
283889,"[790527, 790527]"
283890,[887984]
283891,[688678]
283892,"[723845, 689662]"
283893,"[656532, 463737]"
283894,"[463737, 463737, 463737, 463737]"
283895,[724989]
283896,"[198005, 855049]"
283897,"[651076, 661084]"
283898,[483289]
283899,"[688960, 489468, 750521]"
283900,"[161961, 494823, 688968, 494823, 726064]"
283901,"[726064, 729566, 890418]"
283902,"[658395, 701218, 654536, 819060, 701151, 729566]"
283904,"[659730, 662414, 724007, 653297]"
283905,[671396]
283906,"[654642, 208621, 694729, 208620]"
283907,[698092]
283908,[400110]
283909,"[722195, 727233]"
283910,"[728657, 659590]"
283911,[706806]
283913,"[701860, 696527, 727300, 692309, 692468, 916007, 726589, 693699, 2]"
283914,"[660250, 840504, 658491, 798462, 939579]"
283916,[205970]
283917,"[659019, 661777, 722195, 654789, 672639, 733334, 658394, 727629]"
283918,"[661219, 651459]"
283919,"[671656, 2, 729029, 706464, 655290, 705620, 659590]"
283920,"[714987, 692309, 460451, 724007, 2]"
283921,"[709176, 655871, 663657, 2, 672353, 672353]"
283922,"[681770, 729566, 729566, 725298, 847863, 672988, 702686]"
283923,[661614]
283924,[654642]
283925,"[672661, 655837, 727402]"
283926,[694027]
283927,[653298]
283928,[316729]
283929,"[717702, 651460, 656578, 843102, 709156, 660261, 715571, 693698]"
283930,[693497]
283931,"[935478, 655885, 695742]"
283932,[901207]
283933,[779553]
283934,[731852]
283935,[659590]
283936,"[997239, 851402]"
283937,"[490748, 491126, 400126]"
283938,"[726634, 939579, 911693, 686580, 665541, 729566, 911693, 705617, 666453, 725297]"
283939,[851402]
283940,[718460]
283941,"[933564, 933564]"
283942,[760017]
283943,[969501]
283944,"[694028, 699628]"
283945,[969501]
283946,"[663656, 654660, 729566, 709155]"
283947,[720011]
283948,"[491126, 691325, 691339]"
283949,[650099]
283950,[748590]
283951,[723798]
283952,"[660261, 694799, 873992, 664574, 729566]"
283953,"[729566, 761788]"
283954,[818971]
283955,"[688746, 700588, 719556, 703615, 676854, 661408, 790527]"
283956,"[759123, 692309, 672353, 729620, 672353, 755348, 791996]"
283957,"[659590, 658244, 937052, 673156, 697299, 869750, 658244]"
283958,"[660261, 194034, 689660]"
283959,"[666453, 679426]"
283960,"[678672, 819854, 999725]"
283961,"[663633, 952069]"
283962,"[755348, 731649, 952036]"
283963,[816181]
283964,"[898254, 161962, 656773]"
283965,[700714]
283966,[767467]
283967,"[658493, 776344, 869750, 711067, 697784, 723798, 725298]"
283968,[700691]
283969,[728938]
283970,[656533]
283971,"[696932, 656574, 660838, 672353, 680454, 999847, 651460, 654777, 659590, 660261]"
283972,[713520]
283973,"[650472, 710288, 946582, 844266]"
283974,"[859892, 992909]"
283975,[938548]
283976,[678078]
283977,"[977298, 719556]"
283978,[700581]
283979,"[173100, 211299, 907733]"
283980,[847491]
283981,"[658247, 726062]"
283982,"[660261, 729243, 651460]"
283983,"[654802, 672643, 700539, 665193]"
283984,[658247]
283986,[669362]
283987,"[750521, 686908, 694726]"
283988,"[688746, 723798, 704113, 716796]"
283989,[673161]
283990,"[851402, 652661, 999793]"
283991,[688662]
283992,"[714014, 703682, 684103, 779553, 879106, 729566, 847863]"
283993,"[729736, 664123, 667266]"
283994,[722934]
283995,"[702421, 669069, 659590]"
283996,[694840]
283997,"[661251, 906214]"
283998,"[816728, 816728, 816728]"
283999,"[739524, 761788, 400086, 700698, 723798, 723798, 672343, 654177, 869735, 673156, 939579, 779553, 727904, 729566, 682808]"
284000,[728317]
284001,"[170452, 855270]"
284003,[487165]
284004,"[723944, 723926, 723926]"
284005,"[832840, 703682, 729566, 660261, 985911]"
284006,[660261]
284007,[206600]
284008,[969501]
284010,[701218]
284011,"[678334, 715578]"
284012,[15833]
284013,"[650100, 815241, 697784, 729566, 672602, 915132]"
284014,[705276]
284015,"[724762, 725298, 915132, 770065]"
284016,[855577]
284017,"[730844, 717769, 688717, 952036]"
284018,"[697151, 697151, 933416, 660261, 724007, 693698, 684047, 180854, 689660, 701860, 673901, 692309, 731400, 694840]"
284019,[15872]
284020,"[659591, 681770]"
284021,"[656582, 656643, 688678, 693582]"
284022,"[660261, 661081, 818971, 658493, 680984, 660250, 819847, 672170, 706268, 719694, 974352]"
284023,"[713544, 659590, 660261, 181797, 719556, 663941, 690271, 701357]"
284024,"[711319, 692309, 656706, 724007]"
284025,"[659767, 654681]"
284026,[201713]
284027,[660478]
284028,"[186444, 100200]"
284030,"[36252, 3649, 3649]"
284032,"[660741, 938548, 701860]"
284033,"[832279, 819029, 715581, 659590]"
284034,[653619]
284035,[689966]
284036,[663294]
284037,"[206589, 100141]"
284040,"[210876, 672373, 998484]"
284041,[101763]
284043,[718743]
284044,[761879]
284045,[654770]
284046,"[723311, 729566, 676411, 729566, 719556, 687558]"
284047,"[89546, 840488, 661858, 869735, 862664]"
284048,[723566]
284049,[715411]
284050,"[679951, 692053, 692053]"
284051,"[659590, 669717, 723798, 874776]"
284052,"[733342, 653297, 727302, 819854]"
284053,[728605]
284054,"[659593, 651459, 754754, 660261, 771345]"
284055,"[504857, 706456, 488114, 660261, 703925, 488114, 488114]"
284056,"[180854, 658493]"
284057,[193130]
284058,[693737]
284059,"[709177, 679442]"
284060,[650005]
284061,"[706806, 720212, 684627]"
284062,[32167]
284063,[700504]
284064,"[658244, 672353, 672353, 672661, 659590, 819060, 653346]"
284065,"[686894, 172897]"
284066,[694014]
284067,[0]
284068,[992578]
284069,[180973]
284070,"[723455, 728605]"
284071,"[700812, 797183, 722435]"
284072,[277731]
284073,[187215]
284074,"[700768, 848531]"
284075,"[170490, 660261]"
284076,[701860]
284077,[707348]
284078,[659590]
284079,"[724007, 654804]"
284080,"[659590, 669677]"
284081,[17545]
284082,"[705756, 707044, 709153]"
284083,"[195842, 658395, 674892, 722195, 677380]"
284084,"[724007, 180466, 724007, 835454, 659988]"
284085,"[660261, 15872, 476267, 15872, 762368, 758608]"
284086,"[681770, 653302, 992909]"
284087,"[708395, 702116, 723798, 659590, 441261, 715574, 672353, 672353]"
284088,"[672312, 660250]"
284089,"[779553, 726080]"
284090,"[725039, 946582]"
284091,[651460]
284092,"[869735, 725174, 725298, 709178]"
284093,[663312]
284094,"[729556, 840488, 660261, 779553]"
284095,"[819854, 840488]"
284096,"[780627, 748491, 819060]"
284097,"[664013, 723567, 669717]"
284098,"[669473, 723798, 202637]"
284099,"[660261, 656581]"
284100,"[663240, 700293, 981795, 720631, 700293, 720310, 723798]"
284101,[754291]
284102,"[915132, 951269, 662207, 725647, 662018, 688678, 672908, 664574, 709156]"
284103,"[731813, 681817, 681528]"
284104,[654724]
284105,[209046]
284106,[663072]
284107,"[915132, 791996]"
284108,[654724]
284109,[169283]
284110,"[32167, 75291]"
284111,[691267]
284112,"[664012, 664012, 689510, 663312]"
284113,"[719556, 696931, 716741, 664797, 703615, 659590, 971457, 840488, 702057]"
284114,"[678200, 651460, 654047, 665193, 718533, 882209, 499996, 499996, 723798, 659590, 499996, 689528, 729566]"
284115,"[724258, 885459]"
284116,"[697784, 662018]"
284117,"[729566, 689510, 999868]"
284118,"[999847, 780627]"
284119,"[672353, 873992]"
284120,"[664565, 723720]"
284121,"[727065, 729566]"
284122,[178365]
284123,[716435]
284124,[947663]
284125,[691267]
284126,"[750711, 677471, 750711]"
284127,[877001]
284128,[194073]
284129,[653306]
284130,"[654286, 691691]"
284131,"[701961, 651461, 650859, 835454, 888024]"
284132,[174062]
284133,"[3626, 192918, 716436, 654536]"
284134,"[702057, 704544, 926519]"
284135,"[400118, 400118]"
284136,[173102]
284137,[694799]
284138,"[654179, 727300, 660250]"
284139,[663312]
284140,[729620]
284141,[725948]
284142,[699628]
284143,"[670938, 671938]"
284144,[715581]
284146,[689318]
284148,"[173861, 660405]"
284149,"[672353, 677279, 722435]"
284150,[663312]
284151,[663312]
284152,[663312]
284153,[658318]
284154,[817585]
284155,[205280]
284156,"[656481, 758316, 713032, 180853]"
284157,"[658493, 660134, 654758, 700524]"
284158,[201]
284159,"[157493, 728605]"
284161,"[709162, 169130, 729937]"
284162,"[891291, 655967, 702058, 727307, 815241, 762786, 851402, 672353]"
284163,"[659590, 654054, 723567]"
284164,[0]
284165,[729878]
284166,"[660261, 661146]"
284167,"[709162, 847103]"
284168,[659714]
284169,[0]
284170,"[884684, 471540]"
284171,"[672661, 197336, 729243]"
284172,[660261]
284173,[174041]
284174,[750521]
284175,[750521]
284177,"[658244, 651465, 180854, 754754, 660261]"
284178,"[840488, 873992, 651460, 681770, 955229, 770065]"
284179,[731271]
284180,[696971]
284181,"[653307, 706467, 725298, 671937, 869735]"
284182,"[654642, 677381]"
284183,[946590]
284184,"[659590, 658318, 693352]"
284185,[713560]
284186,"[488098, 471201, 692309, 471201, 890426, 471201, 701860, 659590, 471201]"
284187,[696068]
284188,"[673901, 660261, 725297, 154414, 727300, 701979, 688746, 654542, 672661]"
284189,[658403]
284190,[915132]
284191,"[848416, 730847]"
284192,"[661872, 654047, 658247, 673014, 672353]"
284193,"[887984, 991901]"
284194,[682808]
284195,"[729566, 672819, 869735, 661081]"
284196,"[658796, 650099, 729566]"
284197,"[660438, 669362, 659590, 869735, 665193]"
284198,"[658161, 998484, 702686, 958413]"
284199,[157493]
284200,[349738]
284201,[716336]
284202,"[692309, 655290]"
284203,"[660858, 729566]"
284204,"[916007, 726070, 691745]"
284205,"[952036, 819060]"
284206,[701357]
284207,"[672903, 885178, 441253, 688054, 869735, 815241, 952036, 729566]"
284208,"[650099, 672661, 707347]"
284209,"[494401, 688678]"
284210,"[665193, 167449, 706414, 755587]"
284211,"[804732, 723500]"
284212,"[727798, 651460, 191545, 820027, 702057]"
284213,"[210716, 154414, 759407]"
284214,[693494]
284215,"[176298, 791327, 659590]"
284216,"[177210, 885178]"
284217,[938548]
284218,"[0, 727397, 700680, 662018, 662083]"
284219,"[676460, 862888, 715581, 659590, 660261, 669069, 866152]"
284220,"[661081, 791327, 723798]"
284221,"[729566, 664012]"
284222,"[726064, 705060]"
284223,"[661081, 715571, 651012]"
284224,"[669362, 729566]"
284225,[664012]
284226,[729195]
284227,[870261]
284228,"[715571, 727233]"
284229,[161961]
284230,[661081]
284231,"[711683, 952770]"
284232,"[673058, 715581]"
284233,"[916767, 916767]"
284234,"[738328, 719556, 725298, 664156, 816207, 700570, 658546]"
284235,[731498]
284236,"[688231, 700624, 935270]"
284237,[701217]
284238,[698109]
284239,[776773]
284240,"[665477, 819854]"
284241,[681777]
284242,[661219]
284243,[801845]
284244,"[696060, 662123]"
284245,"[681957, 681770]"
284246,[695621]
284247,[19344]
284248,"[664574, 722195, 658244, 720011, 180854, 661531, 869354, 804633, 658244, 484188, 724007, 701860, 658493, 661147]"
284249,"[718486, 818997, 732411, 804328, 978098]"
284251,[175681]
284252,"[675086, 157680, 688765, 660261, 651321]"
284253,[790527]
284254,"[664574, 704544]"
284255,"[462515, 489369]"
284256,"[702116, 706467]"
284257,"[189725, 650100, 138250]"
284259,"[656073, 770073, 706414]"
284260,"[655872, 729566]"
284261,[723304]
284262,"[659590, 478404, 691220, 495994, 933416, 678200, 729566, 483289]"
284263,[180743]
284264,"[870519, 663526, 729566, 723798, 679597, 689528, 706766, 655872, 722435, 973883, 673058]"
284265,"[771345, 725672]"
284266,"[476267, 679442, 732411, 692309, 772681, 493510, 661219, 664574, 758805, 672353]"
284267,"[689957, 655290, 702057]"
284268,[843334]
284269,[662711]
284270,[731344]
284271,[714973]
284272,[700570]
284274,"[176296, 664012, 659590]"
284275,[650116]
284276,"[656964, 651460]"
284277,"[692309, 696457, 678200, 659590, 724007, 460428, 726589, 701864, 660261, 671975, 841056, 718486, 669069, 706467, 651012]"
284278,"[729566, 728875, 654642, 729566, 689528]"
284279,[199615]
284280,"[164706, 692743]"
284281,[177210]
284282,"[664347, 688046]"
284283,"[692309, 653302, 691747]"
284285,"[653734, 706467, 662018, 818997, 660261, 733336, 723297, 963348, 697515, 653734, 663682, 835421, 691267, 711146, 650100]"
284286,"[660218, 665193, 977298, 655885]"
284287,[672343]
284288,"[727529, 695766, 660261, 700811, 478487, 685799, 669677, 952036, 729566, 696527, 169820, 658394, 659590, 672826, 655290]"
284289,[431]
284290,"[698109, 661084, 832840, 159706, 660261, 660010]"
284291,"[663312, 847863, 758623]"
284292,[692719]
284293,[650100]
284294,"[718445, 718445, 698059, 687015, 698059]"
284295,"[400118, 665105, 660261, 400118, 696971]"
284296,"[935270, 725297, 709155]"
284297,"[819029, 651465, 729736, 675152]"
284298,[679442]
284299,[671938]
284300,"[704293, 702686, 662085, 662123]"
284301,"[969501, 933564]"
284302,[2]
284303,"[709177, 724007, 5950, 665193, 151329]"
284306,"[999745, 658493, 660838]"
284307,"[847863, 715572, 651465, 869735, 659590, 999847, 758608, 658395]"
284308,[349662]
284309,"[483404, 658247, 779553, 659593, 672353]"
284310,"[711187, 659591]"
284311,"[166217, 703058]"
284312,[724653]
284313,"[780536, 779553, 491126, 702116, 662123, 184851, 491126, 349738, 166217, 720011, 689745]"
284314,"[790527, 703598, 790527, 686580]"
284315,"[193304, 193304]"
284316,"[650100, 696932, 835454]"
284317,[180465]
284318,"[671939, 667683, 702116]"
284319,[463356]
284320,[695064]
284321,"[494419, 660261, 869354]"
284322,[177256]
284323,[138761]
284324,[669804]
284325,[13143]
284326,[723925]
284327,[689662]
284328,"[746081, 728605, 746081, 8280]"
284329,"[209858, 166292, 715572]"
284330,"[659590, 695621]"
284331,[704482]
284332,[700504]
284333,[720640]
284334,[891291]
284335,[804732]
284336,"[653297, 705068, 692309]"
284337,"[662123, 651012, 654177, 673162]"
284338,"[719679, 699628, 718743, 672819, 699628, 706467, 719556]"
284339,"[651465, 689319]"
284341,"[159706, 156269]"
284342,[156269]
284343,[156269]
284344,[720601]
284345,[173861]
284346,[724007]
284347,[650100]
284348,[689318]
284349,[658318]
284350,"[651460, 727798]"
284351,[705068]
284352,"[489369, 664012, 661858, 671081, 679946, 736066, 661084, 664012, 679426, 849620, 673058, 671081, 848416, 671081, 770065, 816462]"
284353,[209119]
284354,"[659590, 884403, 661490, 660261]"
284355,"[661267, 700691]"
284356,"[191491, 177623]"
284358,[748590]
284359,"[658491, 652852, 961763, 754754]"
284360,"[727372, 161962]"
284361,"[651465, 840488]"
284362,"[712273, 672971, 727302, 672974, 651142, 656720, 723798, 661081, 660261, 712861, 873992]"
284363,[981373]
284364,"[999868, 660261, 654054, 874586, 694302, 659590]"
284365,"[687216, 933416, 724007, 725297, 659590, 315518]"
284366,"[755348, 689966]"
284367,"[992834, 722435, 660261]"
284368,[758623]
284369,"[656578, 669717, 915132, 676460, 654179, 679442]"
284370,[251140]
284371,[150000]
284372,"[654724, 958637]"
284373,[730847]
284374,[969501]
284375,"[832840, 180466, 676411]"
284376,"[205219, 472662]"
284377,[653304]
284378,[723920]
284379,"[663657, 654856]"
284380,"[671937, 651461, 696527, 755348]"
284381,"[701512, 723798]"
284382,[173861]
284383,"[693497, 688717]"
284384,[656578]
284385,"[696644, 971747]"
284386,"[656578, 300293]"
284387,"[999868, 729566]"
284389,"[679442, 700019, 681769, 733334, 733336, 653305, 701357, 711146, 659593, 681769, 660261, 658493]"
284390,"[663941, 700714]"
284391,[726634]
284392,[654804]
284393,[662695]
284394,[661337]
284395,"[208051, 208052, 673141]"
284396,"[311161, 719679, 938548, 711187, 718486]"
284397,"[659590, 937052, 725101, 654804, 651076]"
284398,"[176298, 790527, 835454]"
284399,[676411]
284400,"[180854, 656073]"
284401,[723798]
284402,"[495747, 678078, 505299, 672908]"
284403,[706414]
284404,[199625]
284405,"[441410, 719556, 910885, 933416, 731862, 650472]"
284407,[835454]
284409,[665208]
284410,"[693698, 504725, 703682, 724007, 661531, 672353, 180853]"
284411,[203626]
284412,[656578]
284413,"[15833, 672499]"
284414,"[724007, 870519, 724258, 722195, 687216, 702686, 680004, 779678, 659591, 654177]"
284415,[186393]
284416,[729566]
284417,[400110]
284418,"[659590, 660250]"
284419,"[898254, 676735, 676735, 718743, 683442, 999847]"
284420,[658341]
284421,[961664]
284422,"[339408, 166773, 654778, 656845]"
284423,[705080]
284424,[658244]
284425,[687517]
284426,"[729566, 729566]"
284427,[489047]
284428,"[698206, 660261, 700579, 719044]"
284429,"[208051, 208051]"
284430,[716166]
284431,[693207]
284432,"[762786, 762786, 300646]"
284433,[689662]
284434,[660261]
284436,"[701204, 164339]"
284437,"[709156, 469452, 702057, 715571, 752717, 706464]"
284438,"[699628, 688765, 659593, 0]"
284439,"[483404, 180854, 673086, 720959, 731852, 731852, 722195, 724762]"
284440,[217632]
284441,[707333]
284442,[816728]
284443,"[750521, 7772, 180465, 1]"
284444,[187205]
284445,[969501]
284446,"[728390, 833434]"
284447,[723347]
284448,[711068]
284449,[368928]
284450,[172763]
284452,"[654077, 143688]"
284453,"[718743, 656750]"
284454,"[692616, 724292]"
284455,"[654179, 752717, 715540, 473025, 176296, 671939, 130360, 672188, 654177, 473025, 80569]"
284456,"[652096, 688717, 664012, 688765, 955419, 999853, 993006, 198997, 664012]"
284457,"[848531, 933416, 696644]"
284458,"[678631, 663682, 960930, 723798, 662123, 732186]"
284459,"[721754, 700662]"
284460,"[676411, 165337]"
284461,[662879]
284462,"[173861, 848531]"
284463,[672499]
284464,[969501]
284465,[790527]
284466,"[721968, 660261]"
284467,"[654536, 702969, 714048, 676411, 725298]"
284468,"[819060, 730483]"
284469,"[707074, 890426, 685799]"
284470,"[691268, 681769, 659590, 692468, 715572, 659590, 681769, 693698, 651460, 700811, 681769]"
284471,"[702686, 701399, 672353, 661408, 660261, 656481, 653306, 660261, 819847, 832840, 688746, 689957]"
284472,[175389]
284473,[709155]
284474,"[160518, 58119]"
284475,[707333]
284476,"[673058, 654724, 653306, 718882]"
284477,"[720601, 161735, 847863, 180466]"
284478,"[730483, 730483, 759123]"
284479,[154290]
284480,[345260]
284481,"[901207, 700673]"
284483,[725944]
284484,"[726589, 678672, 688760]"
284485,"[680448, 697090, 720662]"
284486,"[692585, 814475, 869735, 729566, 935353, 733469, 729566, 696527, 660261, 660261, 692309, 798462, 692468, 671937]"
284487,"[651444, 656581, 659590, 729566, 704482]"
284489,"[184866, 659121]"
284490,"[710249, 689528, 762786, 658511]"
284493,"[491134, 495747]"
284494,[662221]
284495,[173861]
284496,[15833]
284497,"[719449, 672908, 700538]"
284498,"[673162, 680004, 661912]"
284499,[168897]
284500,[185184]
284501,[15833]
284502,"[660261, 884403, 663312]"
284503,[720631]
284504,[725297]
284505,"[673467, 673150, 206600, 654660, 762456, 706803]"
284506,[185939]
284507,"[672353, 660261, 705067, 659591]"
284508,[195468]
284509,"[672353, 725948, 722435, 733342, 725702]"
284510,[946582]
284511,"[39444, 658512, 698094, 692585]"
284512,"[723567, 671938, 658403]"
284513,"[971747, 720631, 666107]"
284514,[730844]
284515,"[659590, 933416, 651460, 700698]"
284516,[692309]
284517,"[499996, 939579, 841056, 688231, 770065]"
284518,"[959668, 660393]"
284519,"[660434, 673161, 650222]"
284520,[667469]
284521,"[659590, 702057]"
284522,[866152]
284523,"[185291, 235584]"
284524,"[660250, 709802, 681769, 720011, 725298, 681769, 730483, 718445, 730483]"
284526,"[659590, 709775, 912204]"
284527,"[783241, 748491]"
284528,[760017]
284529,[946582]
284530,"[750521, 489468, 504977]"
284531,[723798]
284532,[720039]
284533,[728896]
284534,"[665193, 659590, 651459, 658394, 869354, 652852]"
284535,[487165]
284536,[791996]
284537,[681528]
284538,"[659590, 704482]"
284539,[173861]
284540,"[196844, 196845]"
284541,"[166001, 724007, 659590, 656706, 663312, 728794, 662379]"
284542,[500017]
284543,"[176868, 193945]"
284544,[697090]
284545,[727945]
284546,"[703920, 703920, 981373, 787945, 662713]"
284547,[658244]
284548,[759894]
284549,[700671]
284551,[157714]
284552,[869750]
284553,"[203297, 197545, 658512, 755348]"
284554,"[700588, 155005, 667873, 692309]"
284555,[692309]
284556,"[654642, 726064]"
284557,[339408]
284558,[702057]
284559,"[659593, 720011, 692309, 659397, 686894, 771345, 710217, 659915, 672661, 715571, 659590, 677279, 727397]"
284560,"[672353, 765644]"
284561,"[663312, 688760, 723500]"
284562,"[933564, 689510, 658546, 885178, 653734, 490748, 732169, 659590]"
284563,[887984]
284564,[714014]
284565,[494823]
284566,"[463737, 463737, 463737]"
284567,[441253]
284568,"[441253, 672312]"
284569,"[723798, 727402]"
284570,"[242289, 663302, 663294]"
284571,"[733469, 885186]"
284572,[700673]
284573,"[727946, 651460]"
284574,"[178918, 698277]"
284575,"[755348, 999725, 672661, 659117, 692309, 725298, 659590]"
284576,[664012]
284577,"[724206, 494419]"
284578,[754846]
284579,"[716770, 661250]"
284580,[755330]
284581,[483289]
284582,"[770065, 933564, 779553, 138250, 656245, 672826]"
284583,"[487165, 664012, 490680, 663988, 505155]"
284584,[676411]
284585,[701808]
284586,"[689319, 665193]"
284587,[154414]
284588,"[488114, 818997, 490748, 698092, 488114, 491134]"
284589,[729763]
284590,"[659590, 851402, 672353, 672353, 705620, 656706]"
284591,[947663]
284592,[719556]
284594,"[835421, 702056, 719968, 659590, 681232, 651460, 689528, 726064, 723500]"
284595,"[750521, 686908]"
284596,"[672391, 819847, 659590]"
284597,"[704482, 686908]"
284598,"[29902, 198005, 750794]"
284599,"[174008, 750521]"
284600,"[672353, 840496, 689510, 697299, 689662, 730483, 665541, 723798]"
284601,[851402]
284602,"[965590, 663526]"
284603,[660250]
284604,"[727065, 938548, 729566, 844266]"
284605,"[653298, 654832, 672819, 874586, 759185, 741512]"
284606,[694799]
284607,"[915132, 672908, 695064]"
284608,"[875377, 959452, 729566]"
284609,"[816728, 718655]"
284610,"[946590, 672661, 711033, 731036]"
284611,[961664]
284612,"[961664, 180466]"
284613,[698094]
284614,[706803]
284615,[723500]
284616,[664868]
284617,[733342]
284618,"[915132, 482125, 709154, 491126, 939579, 700579, 661196, 660261, 491126]"
284620,[711187]
284621,[711187]
284622,[711187]
284623,[999745]
284624,[202637]
284625,[969501]
284626,"[798462, 692309]"
284627,[207703]
284628,[659590]
284629,"[698110, 705068, 715581, 673150]"
284630,[694799]
284631,[166846]
284632,[723925]
284633,"[816728, 816728, 180973]"
284634,[731203]
284635,[946582]
284636,"[992909, 733334]"
284637,[196864]
284638,[300647]
284639,"[659175, 714048]"
284640,[662017]
284641,[168944]
284642,[199235]
284643,"[660250, 663312, 761879, 708850]"
284644,[758232]
284645,"[75242, 823187]"
284646,[701006]
284647,"[819029, 659505, 819029, 671081, 671081, 859892, 671081, 791673, 819029, 659505, 859892, 791673, 671081]"
284648,[207713]
284649,[0]
284650,"[719598, 974337, 672353, 651628, 818997, 678078, 888685, 659590, 702969]"
284651,"[699793, 694546]"
284652,"[43870, 713544]"
284653,[848531]
284654,[755330]
284655,[658945]
284656,[505155]
284657,[504207]
284658,"[681957, 681957]"
284659,[320986]
284660,[656226]
284661,[498899]
284662,"[731206, 689662, 654642]"
284663,[969501]
284664,[716849]
284665,[887992]
284666,[760017]
284667,"[951269, 705620, 705067, 664012, 841056, 659065, 755348, 951269, 654832, 659913, 664012, 653302]"
284668,[790527]
284669,"[661912, 673162]"
284670,[654724]
284671,"[692309, 653297, 491126]"
284672,"[915132, 695064]"
284673,"[706375, 660873, 725645]"
284674,[2]
284675,[2]
284676,"[655290, 2, 727302, 660261, 705617]"
284677,[498907]
284678,[700295]
284679,[151329]
284680,[173861]
284681,"[161961, 654758]"
284682,"[770065, 696931]"
284683,[399774]
284686,"[692309, 713544, 655290, 659590]"
284687,"[660261, 662123, 709153, 711261, 726634, 704632]"
284688,[706375]
284689,[658494]
284690,[201803]
284692,[199121]
284693,"[672353, 787291, 661081, 721956, 658318]"
284694,[177311]
284695,[673080]
284696,"[725125, 700538]"
284697,"[673014, 661084]"
284698,"[664574, 710217, 804328, 672661, 650887, 729566, 669717, 659590, 651465, 726161]"
284699,"[971879, 933564]"
284700,[10701]
284701,[726064]
284702,"[738376, 208051]"
284703,"[977298, 173297, 728476, 653520]"
284704,[977298]
284705,"[660261, 751636]"
284706,[150321]
284707,"[958413, 719726, 798462]"
284708,"[651444, 669069, 692309, 663657, 670526, 722195, 180853, 679442, 675086, 659590, 706464, 660261, 728315, 706806, 702056, 706414, 673901, 706806, 672353, 804328, 675069, 719556, 157714]"
284709,"[189942, 756064]"
284710,[772681]
284711,"[689662, 706766]"
284712,"[229831, 700694]"
284713,[652710]
284714,[701284]
284715,"[664012, 661081]"
284716,"[706462, 992909, 702686, 659590, 659397, 727397, 727798, 727107]"
284717,"[654177, 798462, 681957, 694799]"
284718,[654039]
284719,[316034]
284720,[804328]
284721,"[729566, 694840]"
284722,[441428]
284723,[817585]
284725,"[722195, 722195, 652662, 755348, 978528, 722195, 722195]"
284726,"[729566, 172761, 662697, 688678, 658494]"
284728,"[663982, 847863, 815241, 879106]"
284729,"[186780, 661267, 10278]"
284730,[729556]
284731,"[729566, 729566]"
284732,"[700588, 441253, 716170, 798462, 659590, 804328, 651460, 180853, 715551, 844258]"
284733,[714014]
284734,[206660]
284735,[729566]
284736,"[656706, 660250, 999923, 835454]"
284738,[651076]
284739,[664012]
284740,[701007]
284741,[651321]
284742,[32167]
284743,"[673014, 679442, 665364, 663294, 692309]"
284744,"[718486, 700579]"
284745,"[654661, 659593]"
284746,"[739987, 38409]"
284747,[659942]
284748,"[199235, 184771, 164916, 32167]"
284749,"[673161, 656578]"
284750,"[974337, 665193, 726589, 727233, 656773, 700698, 999853, 658395, 933416, 709153, 727300]"
284751,"[818971, 725298, 840504, 700694, 681770, 798462, 951392, 769497]"
284752,"[729878, 650632]"
284753,[211233]
284754,"[658512, 660261, 699628, 840488, 723314, 930545, 659590, 699628, 930545, 660250]"
284755,"[199235, 32167, 184771, 164916]"
284756,[989137]
284757,"[681770, 656581]"
284758,[250852]
284759,[151289]
284760,"[662017, 725078, 660261, 692309]"
284761,"[659177, 694840, 661658, 660433, 869735, 659590, 910885, 661658]"
284762,"[187216, 187218]"
284763,[187216]
284764,[677296]
284766,"[677279, 819854, 722195, 728657]"
284767,"[701007, 670802, 725298, 708395, 659590, 700588]"
284768,[695621]
284769,"[653298, 709156]"
284770,"[762456, 692719]"
284771,[728315]
284772,"[711177, 965376]"
284773,[656531]
284774,[192738]
284775,[755348]
284777,[728220]
284778,"[177209, 0]"
284779,[729840]
284780,[759407]
284781,"[32167, 651321, 726070, 653790]"
284782,"[819060, 755348]"
284783,[198005]
284784,[311218]
284786,"[491126, 702116, 725298]"
284787,"[654177, 180853, 658244, 658244, 757427, 724007, 685799, 890426]"
