0,1,2
0.5687857,0.82245845,-0.006692203
-0.8499987,-0.4066523,-0.33486715
0.7967263,0.068450354,0.6004513
-0.9238481,-0.30710888,-0.22844882
-0.92365736,-0.3074437,-0.22876942
-0.8476816,-0.42651916,-0.31546363
-0.9380271,-0.2978161,-0.17723075
-0.9683347,0.045149934,-0.24553894
-0.9240589,-0.30701998,-0.22771436
-0.961547,-0.23629001,-0.13997988
-0.7675426,-0.60138494,-0.22184373
-0.9259184,-0.30420634,-0.2239053
-0.95978,-0.27070248,-0.074447475
-0.9247528,-0.30612072,-0.22610256
-0.92364657,-0.30748647,-0.22875555
-0.92470235,-0.30493206,-0.2279079
-0.9244868,-0.3055894,-0.22790216
-0.92365754,-0.3074434,-0.228769
-0.70508295,-0.6270492,-0.33116055
-0.92365754,-0.3074434,-0.228769
-0.9236568,-0.30744517,-0.22876965
-0.92365754,-0.3074434,-0.228769
-0.92365754,-0.3074434,-0.228769
-0.92470247,-0.3061883,-0.22621688
-0.9244241,-0.3056024,-0.22813858
-0.92365736,-0.30744383,-0.22876938
-0.9247019,-0.30618882,-0.22621843
-0.9236547,-0.30738202,-0.22886318
-0.9244229,-0.30560374,-0.22814159
-0.92351073,-0.30930847,-0.22683954
-0.8567693,-0.43466368,-0.2775137
-0.92372465,-0.30742785,-0.2285185
-0.92365754,-0.3074434,-0.228769
-0.92365885,-0.3074267,-0.22878641
-0.9262486,-0.3008142,-0.22710001
-0.92363393,-0.30748472,-0.22880895
-0.92365736,-0.3074437,-0.22876935
-0.92469007,-0.30598018,-0.2265487
-0.9630059,-0.26349935,-0.056461588
-0.9236815,-0.30737346,-0.2287664
-0.9423624,-0.26896593,-0.19902384
-0.92365545,-0.307447,-0.22877261
-0.92376685,-0.30728903,-0.22853513
-0.9236763,-0.3072628,-0.2289357
-0.92365754,-0.3074434,-0.228769
-0.92367655,-0.3073766,-0.22878197
-0.93802303,-0.30104813,-0.17170578
-0.9237487,-0.30726865,-0.22863583
-0.8958324,-0.41804627,-0.15073688
-0.9258467,-0.30556244,-0.22234966
-0.92365754,-0.3074434,-0.228769
-0.92381215,-0.307369,-0.22824419
-0.92368364,-0.30745155,-0.22865263
-0.9236557,-0.3074468,-0.22877212
-0.92368364,-0.30745155,-0.22865263
-0.92365724,-0.3074441,-0.2287696
-0.9237174,-0.30742958,-0.22854613
-0.92365634,-0.30744547,-0.22877072
-0.92365736,-0.3074437,-0.22876935
-0.9236606,-0.30744022,-0.22876123
-0.9236657,-0.30744228,-0.22873749
-0.92368364,-0.30745155,-0.22865263
-0.923666,-0.3074419,-0.22873709
-0.9236906,-0.30742255,-0.22866337
-0.92365795,-0.30744162,-0.22877024
-0.9244966,-0.3035174,-0.23061481
-0.9236566,-0.30744523,-0.22877079
-0.92365736,-0.3074437,-0.22876935
-0.92365754,-0.3074434,-0.228769
-0.9250068,-0.30668643,-0.22428966
-0.9237652,-0.30727404,-0.22856177
-0.92401063,-0.30678624,-0.22822468
-0.92522043,-0.30548242,-0.22505052
-0.92365634,-0.30744538,-0.22877091
-0.92734605,-0.30147266,-0.22168334
-0.92365736,-0.30744356,-0.2287695
-0.92365754,-0.3074434,-0.228769
-0.9237088,-0.30745295,-0.22854921
-0.9248243,-0.30607998,-0.22586519
-0.92365754,-0.3074434,-0.228769
-0.9236554,-0.3074472,-0.2287727
-0.92451876,-0.30339423,-0.23068811
-0.92363393,-0.30748472,-0.22880895
-0.9242971,-0.3067121,-0.22716184
-0.92362726,-0.3075408,-0.22876018
-0.9236229,-0.30751157,-0.2288173
-0.92361444,-0.30752614,-0.22883159
-0.9236936,-0.30742416,-0.228649
-0.9251268,-0.30427876,-0.22705671
-0.923655,-0.3074478,-0.22877336
-0.923313,-0.30816042,-0.22919463
-0.9237106,-0.30738637,-0.2286315
-0.92365754,-0.3074434,-0.228769
-0.92365724,-0.307444,-0.22876959
-0.92365634,-0.30744538,-0.22877099
-0.9585361,-0.2737349,-0.07923265
-0.92365724,-0.307444,-0.22876959
-0.9236475,-0.30746117,-0.22878556
-0.92365646,-0.30744544,-0.22877093
-0.92364955,-0.30745724,-0.22878264
-0.92365754,-0.3074434,-0.228769
-0.9240822,-0.30740514,-0.22709937
-0.92365694,-0.30744466,-0.22877015
-0.92365575,-0.30744654,-0.22877198
-0.9236557,-0.30744675,-0.22877228
-0.8453886,-0.43447444,-0.3107253
-0.92420655,-0.306737,-0.22749633
-0.9244357,-0.3046283,-0.22939098
-0.9236546,-0.3074485,-0.22877406
-0.9385645,-0.2994201,-0.1715934
-0.92365754,-0.3074434,-0.228769
-0.9334107,-0.30171895,-0.19419095
-0.9350182,-0.2979846,-0.19221352
-0.92377615,-0.30721045,-0.22860283
-0.9236645,-0.30744028,-0.22874534
-0.9236691,-0.30743805,-0.22872977
-0.92365015,-0.3074566,-0.22878124
-0.9236551,-0.30744773,-0.22877328
-0.9236555,-0.30744693,-0.22877246
-0.9235948,-0.3075538,-0.22887444
-0.9236254,-0.3075,-0.22882275
-0.9236521,-0.30745295,-0.22877835
-0.92557776,-0.30451602,-0.22489057
-0.9255753,-0.30451965,-0.22489598
-0.92487895,-0.30620968,-0.22546525
-0.9242629,-0.306727,-0.22728094
-0.5776363,-0.3810034,0.72192293
-0.9242561,-0.30689225,-0.22708555
-0.9502023,-0.12934308,-0.28352422
-0.7098399,-0.5788441,-0.40133142
-0.92453265,-0.3022106,-0.23218128
-0.9236577,-0.30744183,-0.2287708
-0.92365736,-0.3074437,-0.2287693
-0.9469211,-0.28640956,-0.14597896
-0.92365456,-0.30744925,-0.2287732
-0.9251668,-0.3046861,-0.2263469
-0.92365456,-0.30744925,-0.2287732
-0.9236564,-0.30744556,-0.22877117
-0.9236532,-0.30745116,-0.22877602
-0.9236144,-0.3075191,-0.22884166
-0.96312696,-0.2585525,-0.074411005
-0.92512673,-0.3042797,-0.22705606
-0.92365575,-0.30744654,-0.22877198
-0.9256787,-0.30381018,-0.2254294
-0.92397505,-0.3070735,-0.22798255
-0.92365575,-0.30744654,-0.22877198
-0.92361933,-0.30753806,-0.2287964
-0.923657,-0.30744466,-0.22876951
-0.9236565,-0.30744335,-0.22877339
-0.92365754,-0.3074434,-0.228769
